SEXO, SEDE, CODIGO DEL PROGRAMA, PROGRAMA, CODIGO DE LA FACULTAD FACULTAD, FACULTAD, CODIGO DEL PAIS, PAIS NACIMIENTO, COD_DEPTO_NACE, DEPARTAMENTO_NACE, COD_MUNI_NACE, NOMBRE_MUNI_NACE, COD_PAIS_VIVE, PAIS_VIVE, COD_DEPTO_VIVE, DEPARTAMENTO_VIVE, COD_MUNI_VIVE, NOMBRE_MUNI_VIVE, CREDITOS_ULTIM_SEMEST_MATRIC, SEMESTRE_INICIA_PROGRAMA, CRED_CURS_PROG , CRED_APROB_PROG, PROMEDIO_SEMESTRE, PROMEDIO_PROGRAMA
MASC, CAREPA, 356, DERECHO - CAREPA, 10, FACULTAD DE DERECHO, 46, COLOMBIA, 5, ANTIOQUIA, 172, CHIGORODO, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 20, 20162, 98, 78, 3.05, 3.29

FEME, APARTADO, 544, INGENIERÍA SANITARIA-APAR, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 579, PUERTO BERRIO, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 16, 20172, 22, 10, 2.2, 2.68

FEME, APARTADO, 339, PSICOLOGÍA - APARTADÓ, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 20, 20172, 48, 48, 4.08, 4.18

FEME, APARTADO, 544, INGENIERÍA SANITARIA-APAR, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 76, VALLE, 233, DAGUA, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 19, 20172, 35, 31, 3.52, 3.37

FEME, TURBO, 922, GEST ECOL Y TURISMO-TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 16, 20151, 93, 90, 4.08, 3.93

MASC, TURBO, 950, ECOL ZONAS COSTERAS-TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 63, QUINDIO, 1, ARMENIA, 46, COLOMBIA, 66, RISARALDA, 1, PEREIRA, 18, 20171, 53, 51, 3.61, 3.5

MASC, CAUCASIA, 101, ADM DE EMPRESAS- CAUCASIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 120, CACERES, 46, COLOMBIA, 5, ANTIOQUIA, 120, CACERES, 15, 20151, 122, 105, 4.13, 3.43

FEME, ANDES, 114, CONTADURÍA - ANDES, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 17, 20172, 37, 33, 4, 3.83

MASC, ANDES, 710, ING. AGROPECUARIA-ANDES, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 16, 20152, 93, 87, 3.36, 3.51

MASC, ANDES, 314, PSICOLOGÍA - ANDES, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 10, 20142, 178, 178, 4.45, 3.9

FEME, ANDES, 767, TEC REG FARMACIA-ANDES, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 16, 20162, 66, 66, 3.93, 4.04

FEME, ANDES, 114, CONTADURÍA - ANDES, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 30, AMAGA, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 16, 20172, 33, 32, 3.75, 3.67

FEME, ANDES, 114, CONTADURÍA - ANDES, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 17, 20172, 37, 33, 4, 3.89

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 264, ENTRERRIOS, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 14, 20172, 43, 43, 3.55, 3.69

FEME, YARUMAL, 115, ADMON DE EMPRESA-YARUMAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 264, ENTRERRIOS, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 15, 20152, 87, 78, 4.04, 3.63

MASC, CARMENVI, 1466, LIC. EN FILOSOFÍA-C VIBOR, 14, INSTITUTO DE FILOSOFÍA, 46, COLOMBIA, 5, ANTIOQUIA, 318, GUARNE, 46, COLOMBIA, 5, ANTIOQUIA, 318, GUARNE, 20, 20151, 144, 144, 4.64, 4.46

MASC, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 318, GUARNE, 18, 20162, 68, 65, 3.57, 3.61

MASC, CARMENVI, 546, ING. AEROES-CARMENVIBORAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 318, GUARNE, 46, COLOMBIA, 5, ANTIOQUIA, 318, GUARNE, 16, 20172, 46, 46, 4.12, 4.34

FEME, CARMENVI, 921, GEST ECOL-TURISMO-CM VIB, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 318, GUARNE, 13, 20152, 71, 71, 4.12, 3.89

MASC, STAFEANT, 713, ING AGROPECUARIA-STA FE A, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 42, STA FE DE ANT, 46, COLOMBIA, 5, ANTIOQUIA, 42, STA FE DE ANT, 18, 20181, 17, 17, 3.97, 3.97

MASC, CARMENVI, 1412, LIC ED BÁSIC MUSICA-C VIB, 2, FACULTAD DE ARTES, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 10, 20132, 202, 202, 4.56, 4.33

MASC, CARMENVI, 212, MATEMÁTICAS - CARMEN VIB, 3, FAC CCIAS EXACTAS Y NAT, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 24, 20132, 173, 145, 3.82, 3.53

MASC, CARMENVI, 913, ENFERMERÍA-CARMEN DE VIBO, 60, FACULTAD DE ENFERMERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 18, 20152, 108, 108, 3.57, 3.93

MASC, CARMENVI, 1412, LIC ED BÁSIC MUSICA-C VIB, 2, FACULTAD DE ARTES, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 8, 20132, 214, 208, 3.89, 4

FEME, CARMENVI, 748, ING ALIMENTOS -CARMEN VIB, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 28, 20132, 183, 174, 4.19, 3.68

FEME, CARMENVI, 206, BIOLOGÍA - CARMEN DE VIB., 3, FAC CCIAS EXACTAS Y NAT, 46, COLOMBIA, 5, ANTIOQUIA, 264, ENTRERRIOS, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 16, 20151, 78, 73, 3.53, 3.39

FEME, CARMENVI, 748, ING ALIMENTOS -CARMEN VIB, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 24, 20142, 166, 162, 3.96, 3.71

MASC, CARMENVI, 1478, LIC LENG EXTRANJ-CARMEN V, 13, ESCUELA DE IDIOMAS, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 9, 20151, 103, 90, 2.6, 3.5

MASC, CARMENVI, 311, PSICOLOG-CARMEN DE VIBORA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 24, 20181, 20, 20, 3.72, 3.72

FEME, CARMENVI, 1478, LIC LENG EXTRANJ-CARMEN V, 13, ESCUELA DE IDIOMAS, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 440, MARINILLA, 16, 20172, 32, 32, 4.31, 4.41

FEME, CARMENVI, 108, CONTADURÍA - C. VIBORAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 6, 20141, 161, 157, 4.04, 3.99

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 19, 20162, 85, 85, 3.84, 3.64

FEME, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 9, 20171, 30, 24, 3.4, 3.44

FEME, CARMENVI, 311, PSICOLOG-CARMEN DE VIBORA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 360, ITAGUI, 46, COLOMBIA, 5, ANTIOQUIA, 197, COCORNA, 28, 20162, 90, 90, 4.5, 4.24

FEME, ANDES, 710, ING. AGROPECUARIA-ANDES, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 631, SABANETA, 20, 20142, 150, 148, 4.18, 3.97

MASC, MEDELLIN, 536, ING TELECOMUNICACIONES, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 2, ABEJORRAL, 46, COLOMBIA, 5, ANTIOQUIA, 360, ITAGUI, 17, 20121, 177, 153, 3.82, 3.49

FEME, CARMENVI, 1671, LIC EDU:C NAT-CARMEN VIB, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 23, 20121, 148, 148, 4.02, 3.89

FEME, CARMENVI, 1478, LIC LENG EXTRANJ-CARMEN V, 13, ESCUELA DE IDIOMAS, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 16, 20162, 64, 64, 4.23, 4.32

FEME, CARMENVI, 715, ING. AGROPECUARIA-C VIBOR, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 16, 20122, 169, 166, 4, 3.87

FEME, CARMENVI, 206, BIOLOGÍA - CARMEN DE VIB., 3, FAC CCIAS EXACTAS Y NAT, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 19, 20141, 153, 140, 4.03, 4.04

MASC, CARMENVI, 1466, LIC. EN FILOSOFÍA-C VIBOR, 14, INSTITUTO DE FILOSOFÍA, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 20, 20171, 52, 44, 4.33, 3.71

MASC, CARMENVI, 791, MICRO INDUS-AMB- CARMENVI, 45, ESCUELA DE MICROBIOLOGÍA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 18, 20152, 123, 123, 3.86, 3.98

FEME, CARMENVI, 921, GEST ECOL-TURISMO-CM VIB, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 16, 20151, 91, 88, 4.36, 4.03

MASC, SONSON, 471, GESTIÓN CULTURAL - SONSÓN, 2, FACULTAD DE ARTES, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 18, 20172, 35, 35, 4.33, 4.18

FEME, CARMENVI, 1478, LIC LENG EXTRANJ-CARMEN V, 13, ESCUELA DE IDIOMAS, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 46, COLOMBIA, 5, ANTIOQUIA, 400, LA UNION, 16, 20172, 32, 32, 4.19, 4.3

MASC, CARMENVI, 311, PSICOLOG-CARMEN DE VIBORA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 20, 20181, 20, 20, 3.94, 3.94

MASC, CARMENVI, 448, ARTES PLÁSTICAS-C VIBORAL, 2, FACULTAD DE ARTES, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 5, 20132, 165, 159, 3.61, 3.89

FEME, CARMENVI, 448, ARTES PLÁSTICAS-C VIBORAL, 2, FACULTAD DE ARTES, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 15, 20141, 145, 145, 4.52, 4.47

FEME, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 15, 20152, 84, 65, 3.8, 3.42

MASC, CARMENVI, 524, INGE BIOQUÍMICA-CARMEN, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 15, 20151, 114, 107, 3.22, 3.71

MASC, CARMENVI, 530, TEC AGROINDUSTRIAL-CARME, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 11, 20171, 34, 28, 3.73, 3.2

MASC, CARMENVI, 448, ARTES PLÁSTICAS-C VIBORAL, 2, FACULTAD DE ARTES, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 12, 20132, 171, 143, 3.46, 3.41

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 20, 20152, 122, 122, 3.99, 4.01

MASC, CARMENVI, 1466, LIC. EN FILOSOFÍA-C VIBOR, 14, INSTITUTO DE FILOSOFÍA, 46, COLOMBIA, 5, ANTIOQUIA, 313, GRANADA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 20, 20141, 136, 136, 4.08, 4.04

MASC, CARMENVI, 106, ADMINIST EMPRESA- CARMEN, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 12, 20132, 167, 150, 4.03, 3.61

FEME, CARMENVI, 748, ING ALIMENTOS -CARMEN VIB, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 15, 20142, 162, 142, 4.19, 3.61

FEME, CARMENVI, 1466, LIC. EN FILOSOFÍA-C VIBOR, 14, INSTITUTO DE FILOSOFÍA, 46, COLOMBIA, 5, ANTIOQUIA, 197, COCORNA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 20, 20151, 144, 144, 4, 3.97

MASC, CARMENVI, 1466, LIC. EN FILOSOFÍA-C VIBOR, 14, INSTITUTO DE FILOSOFÍA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 20, 20152, 124, 124, 4.56, 4.35

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 24, 20142, 160, 160, 4.28, 4.06

MASC, CARMENVI, 547, ING. ENERG-CARMENVIBORAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 15, 20181, 19, 19, 3.58, 3.58

MASC, CARMENVI, 748, ING ALIMENTOS -CARMEN VIB, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 24, 20142, 164, 162, 3.7, 3.67

FEME, CARMENVI, 108, CONTADURÍA - C. VIBORAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 3, 20141, 160, 160, 4.28, 4.01

FEME, CARMENVI, 901, NUTRIC Y DIETÉTICA -CARM, 80, ESC NUTRICIÓN Y DIETÉTICA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 16, 20141, 153, 153, 4.54, 4.11

FEME, CARMENVI, 524, INGE BIOQUÍMICA-CARMEN, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 440, MARINILLA, 14, 20172, 18, 15, 2.81, 3.22

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 440, MARINILLA, 46, COLOMBIA, 5, ANTIOQUIA, 440, MARINILLA, 24, 20142, 160, 160, 4.35, 4.09

FEME, CARMENVI, 901, NUTRIC Y DIETÉTICA -CARM, 80, ESC NUTRICIÓN Y DIETÉTICA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 16, 20141, 153, 153, 4.53, 4

FEME, CARMENVI, 117, DLLO TERRITORIAL-CARMEN, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 360, ITAGUI, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 12, 20162, 46, 40, 3.69, 3.45

FEME, CARMENVI, 921, GEST ECOL-TURISMO-CM VIB, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 16, 20151, 88, 88, 4.45, 4.18

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 792, TARSO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 22, 20171, 47, 44, 3.37, 3.42

FEME, CARMENVI, 524, INGE BIOQUÍMICA-CARMEN, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 440, MARINILLA, 46, COLOMBIA, 5, ANTIOQUIA, 440, MARINILLA, 17, 20151, 119, 109, 3.92, 3.6

MASC, CARMENVI, 106, ADMINIST EMPRESA- CARMEN, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 18, 20152, 96, 96, 4.25, 4.19

FEME, CARMENVI, 311, PSICOLOG-CARMEN DE VIBORA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 88, BELLO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 20, 20151, 162, 162, 4.45, 4.34

FEME, CARMENVI, 921, GEST ECOL-TURISMO-CM VIB, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 13, 20152, 74, 71, 4.12, 3.82

FEME, CARMENVI, 789, MICROBIOL Y BIOA- CARMEN, 45, ESCUELA DE MICROBIOLOGÍA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 16, 20152, 126, 126, 4.03, 4.05

MASC, CARMENVI, 541, ING. URBANA-CARMENVIBORAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 15, 20172, 29, 29, 3.81, 3.75

MASC, CARMENVI, 921, GEST ECOL-TURISMO-CM VIB, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 16, 20172, 31, 27, 3.54, 3.25

MASC, CARMENVI, 1478, LIC LENG EXTRANJ-CARMEN V, 13, ESCUELA DE IDIOMAS, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 12, 20172, 25, 25, 4.37, 4.36

MASC, CARMENVI, 529, TEC BIOMÉDICA- CARMEN, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 15, 20162, 79, 78, 4.13, 3.83

FEME, CARMENVI, 524, INGE BIOQUÍMICA-CARMEN, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 440, MARINILLA, 16, 20161, 65, 59, 3.71, 3.55

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 20, 20171, 55, 48, 3.7, 3.57

FEME, ANDES, 1640, LIC E HUMAN L CAST- ANDES, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 20, 20151, 130, 130, 4.73, 4.62

FEME, ANDES, 109, ADMINIST EMPRESA- ANDES, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 15, 20151, 126, 114, 3.85, 3.41

MASC, ANDES, 710, ING. AGROPECUARIA-ANDES, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 46, COLOMBIA, 5, ANTIOQUIA, 364, JARDIN, 18, 20181, 17, 17, 3.65, 3.65

MASC, CARMENVI, 546, ING. AEROES-CARMENVIBORAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 266, ENVIGADO, 46, COLOMBIA, 5, ANTIOQUIA, 266, ENVIGADO, 12, 20172, 34, 31, 2.99, 3.45

MASC, P-BERRIO, 309, PSICOLOGÍA - PTO. BERRIO, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 11, BOGOTA D.E., 1, SANTAFE DE BOGO, 46, COLOMBIA, 5, ANTIOQUIA, 670, SAN ROQUE, 24, 20181, 24, 24, 4.18, 4.18

MASC, CAUCASIA, 101, ADM DE EMPRESAS- CAUCASIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 15, 20122, 110, 104, 3.93, 3.64

FEME, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 13, 20172, 21, 11, 2.24, 2.56

MASC, CAUCASIA, 319, TRABAJO SOCIAL - CAUCASIA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 18, 20162, 68, 68, 3.63, 3.66

FEME, CAUCASIA, 319, TRABAJO SOCIAL - CAUCASIA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 47, MAGDALENA, 1, SANTA MARTA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 16, 20172, 34, 34, 4.29, 4.39

MASC, CAUCASIA, 919, TEC SANEA/AMBIEN-CAUCASIA, 70, FAC DE SALUD PÚBLICA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 6, 20161, 41, 37, 2.54, 3.23

FEME, CAUCASIA, 1644, LIC EN EDUC ESPECIAL-CAUC, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 18, 20142, 143, 143, 4.29, 4.34

